id,out_duration,return_duration,out_time,return_time,out_stops,out_airline,price,scraped_time
1,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2024-12-29 11:12:46
2,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,892.0,2024-12-29 11:12:46
3,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 11:12:46
13,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2024-12-29 11:02:09
14,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,892.0,2024-12-29 11:02:09
15,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 11:02:09
25,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:59:54
26,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,892.0,2024-12-29 10:59:54
27,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:59:54
37,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:53:55
38,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,892.0,2024-12-29 10:53:55
39,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:53:55
49,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:49:54
50,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:49:54
51,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:16:05
52,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 10:16:05
53,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 09:15:24
54,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 09:15:24
55,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-29 08:20:24
56,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-29 08:20:24
57,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-29 07:14:41
58,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-29 07:14:41
59,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 06:22:07
60,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 06:22:07
61,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 05:15:58
62,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 05:15:58
63,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 04:19:51
64,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 04:19:51
65,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 03:25:57
66,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 03:25:57
67,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 02:54:49
68,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 02:54:49
69,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-29 01:23:18
70,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-29 01:23:18
71,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 23:16:32
72,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 23:16:32
73,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 22:14:29
74,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 22:14:29
75,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 21:13:58
76,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 21:13:58
77,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 20:16:48
78,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 20:16:48
79,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 19:12:01
80,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 19:12:01
81,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 18:21:26
82,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 18:21:26
83,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 17:13:02
84,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 17:13:02
85,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 16:18:48
86,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 16:18:48
87,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 15:15:38
88,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 15:15:38
89,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 14:13:57
90,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 14:13:57
91,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 13:18:42
92,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 13:18:42
93,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 12:30:32
94,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 12:30:32
95,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 11:12:56
96,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 11:12:56
97,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 10:15:44
98,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 10:15:44
99,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 09:16:04
100,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 09:16:04
101,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 08:20:04
102,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 08:20:04
103,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 07:14:18
104,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 07:14:18
105,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 06:21:50
106,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 06:21:50
107,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 05:15:22
108,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 05:15:22
109,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 04:19:32
110,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 04:19:32
111,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 03:19:07
112,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 03:19:07
113,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-28 02:43:35
114,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-28 02:43:35
115,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-28 01:15:00
116,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-28 01:15:00
117,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 23:15:54
118,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 23:15:54
119,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2024-12-27 22:15:02
120,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2024-12-27 22:15:02
121,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 21:14:50
122,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 21:14:50
123,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 20:17:26
124,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 20:17:26
125,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 19:12:33
126,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 19:12:33
127,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 18:22:05
128,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 18:22:05
129,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 17:13:54
130,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 17:13:54
131,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 16:19:42
132,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 16:19:42
133,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 15:16:33
134,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 15:16:33
135,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 14:15:03
136,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 14:15:03
137,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 13:21:15
138,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 13:21:15
139,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 12:32:02
140,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 12:32:02
141,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 11:13:40
142,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 11:13:40
143,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 10:16:49
144,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 10:16:49
145,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 09:16:59
146,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 09:16:59
147,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 08:21:00
148,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 08:21:00
149,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 07:16:47
150,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 07:16:47
151,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 06:23:37
152,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 06:23:37
153,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 05:15:50
154,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 05:15:50
155,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 04:20:04
156,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 04:20:04
157,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 03:20:41
158,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 03:20:41
159,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-27 02:47:46
160,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-27 02:47:46
161,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-27 01:16:18
162,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-27 01:16:18
163,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 23:15:48
164,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 23:15:48
165,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 22:15:06
166,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 22:15:06
167,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 21:14:54
168,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 21:14:54
169,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 20:17:27
170,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 20:17:27
171,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 19:13:51
172,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 19:13:51
173,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 18:22:11
174,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 18:22:11
175,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 17:14:03
176,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 17:14:03
177,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 16:20:19
178,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 16:20:19
179,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 15:16:40
180,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 15:16:40
181,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 14:14:58
182,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 14:14:58
183,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2024-12-26 13:24:02
184,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,763.0,2024-12-26 13:24:02
185,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,763.0,2024-12-26 13:24:02
195,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 13:20:31
196,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 13:20:31
197,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,952.0,2024-12-26 12:24:38
198,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,812.0,2024-12-26 12:24:38
199,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,812.0,2024-12-26 12:24:38
209,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 12:13:31
210,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 12:13:31
211,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,855.0,2024-12-26 11:10:45
212,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,855.0,2024-12-26 11:10:45
213,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 10:13:21
214,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 10:13:21
215,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 09:13:24
216,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 09:13:24
217,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 08:16:53
218,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 08:16:53
219,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 07:12:33
220,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 07:12:33
221,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 06:18:54
222,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 06:18:54
223,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 05:13:08
224,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 05:13:08
225,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-26 04:15:49
226,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-26 04:15:49
227,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 03:17:50
228,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 03:17:50
229,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 02:18:01
230,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 02:18:01
231,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-26 01:00:20
232,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-26 01:00:20
233,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 23:12:22
234,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 23:12:22
235,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 22:11:48
236,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 22:11:48
237,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 21:11:53
238,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 21:11:53
239,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 20:13:29
240,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 20:13:29
241,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 19:10:05
242,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 19:10:05
243,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 18:16:47
244,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 18:16:47
245,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 17:12:05
246,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 17:12:05
247,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 16:14:52
248,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 16:14:52
249,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 15:12:45
250,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 15:12:45
251,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 14:11:44
252,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 14:11:44
253,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 13:18:43
254,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 13:18:43
255,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 12:23:40
256,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 12:23:40
257,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 11:10:40
258,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 11:10:40
259,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 10:13:08
260,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 10:13:08
261,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 09:13:38
262,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 09:13:38
263,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 08:16:54
264,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 08:16:54
265,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 07:12:16
266,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 07:12:16
267,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 06:18:36
268,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 06:18:36
269,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 05:13:09
270,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 05:13:09
271,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-25 04:15:46
272,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-25 04:15:46
273,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 03:16:38
274,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 03:16:38
275,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 02:17:17
276,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 02:17:17
277,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-25 00:59:58
278,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-25 00:59:58
279,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 23:12:15
280,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 23:12:15
281,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 22:11:53
282,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 22:11:53
283,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,854.0,2024-12-24 21:12:01
284,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,854.0,2024-12-24 21:12:01
285,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2024-12-24 20:13:25
286,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,859.0,2024-12-24 20:13:25
